source_field,source_value,Maps to OMOP code,ID,vocabulary
EVENT_CD,V54.4,Injection around spinal facet of spine,44515167,OPCS4
EVENT_CD,Y03.2,Renewal of prosthesis in organ NOC,44803070,SNOMED
EVENT_CD,X52.9,Oxygen therapy,4239130,SNOMED
EVENT_CD,C90.3,Infiltration of episcleral space using local anesthetic,4232709,SNOMED
EVENT_CD,T59.1,Excision of ganglion cyst of wrist,4072024,SNOMED
EVENT_CD,H52.4,Rubber band ligation of hemorrhoid(s),4069110,SNOMED
EVENT_CD,W83.3,Endoscopic shaving of articular cartilage,4106935,SNOMED
EVENT_CD,X35.5,Administration of anti-infective agent,4172944,SNOMED
EVENT_CD,X30.9,Injection of drug or medicament,37153543,SNOMED
EVENT_CD,W24.2,Closed reduction of fracture of long bone and rigid internal fixation,40487939,SNOMED
EVENT_CD,M47.1,Irrigation of urinary bladder,4302745,SNOMED
EVENT_CD,M37.3,Repair of rupture of urinary bladder,4023287,SNOMED
EVENT_CD,H20.1,Fiberoptic endoscopic snare resection of lesion of colon,4018295,SNOMED
EVENT_CD,W36.5,Diagnostic extraction of bone marrow,42872667,SNOMED
EVENT_CD,B08.1,Total thyroidectomy,4073199,SNOMED
EVENT_CD,Q20.2,Biopsy of lesion of uterus,4142971,SNOMED
EVENT_CD,R18.8,Other specified other caesarean delivery,44513733,OPCS4
EVENT_CD,E13.3,Maxillary sinusotomy by intranasal approach,4144391,SNOMED
EVENT_CD,S06.8,Other specified other excision of lesion of skin,44513854,OPCS4
EVENT_CD,Q10.3,Dilation of cervix uteri and curettage of uterus NEC,44513444,OPCS4
EVENT_CD,W20.5,Primary open reduction of fracture of ankle and extramedullary fixation,40492027,SNOMED
EVENT_CD,R29.9,Manual removal of products of conception from delivered uterus,4069968,SNOMED
EVENT_CD,Q01.3,Excision of lesion of cervix,4264661,SNOMED
EVENT_CD,P31.8,Other specified operations on pouch of Douglas,44512753,OPCS4
EVENT_CD,X52.8,Other specified oxygen therapy,44515618,OPCS4
EVENT_CD,H01.1,Emergency excision of abnormal appendix and drainage HFQ,44510629,OPCS4
EVENT_CD,U08.2,Ultrasonography of abdomen,4261497,SNOMED
EVENT_CD,M25.3,Ureterolysis,4048702,SNOMED
EVENT_CD,L91.3,Attention to central venous catheter,4143504,SNOMED
EVENT_CD,E04.7,Surgical fracture of nasal turbinates,4240016,SNOMED
EVENT_CD,A53.5,Drainage of cerebrospinal fluid,40492327,SNOMED
EVENT_CD,W82.3,Arthroscopy of knee with meniscus repair,4225263,SNOMED
EVENT_CD,F09.2,Surgical removal of impacted tooth,4120795,SNOMED
EVENT_CD,V25.5,Primary posterior decompression lumbar spine,4146407,SNOMED
EVENT_CD,X35.2,Administration of antineoplastic agent via intravenous route,1242968,SNOMED
EVENT_CD,R06.2,Destruction of fetus,1242700,SNOMED
EVENT_CD,L95.1,Venography,4175809,SNOMED
EVENT_CD,T87.3,Excision or biopsy of axillary lymph node,4075136,SNOMED
EVENT_CD,P09.3,Evacuation of hematoma of vulva,4277414,SNOMED
EVENT_CD,Q32.8,Other specified operations on fimbria,44513572,OPCS4
EVENT_CD,R17.8,Other specified elective caesarean delivery,44513729,OPCS4
EVENT_CD,H01.9,Emergency appendectomy,4018012,SNOMED
EVENT_CD,V17.2,Fixation of mandible - internal,4114789,SNOMED
EVENT_CD,Y59.1,Harvest of temporalis flap of skin and fascia,44516982,OPCS4
EVENT_CD,U13.6,CT of bone,4143847,SNOMED
EVENT_CD,R04.3,Percutaneous blood transfusion of fetus,44513683,OPCS4
EVENT_CD,Q28.4,Open clipping of fallopian tube,42872646,SNOMED
EVENT_CD,X70.3,Procurement of drugs for chemotherapy for neoplasm for regimens in band 3,44808614,SNOMED
EVENT_CD,M37.9,Repair of urinary bladder,4253207,SNOMED
EVENT_CD,P25.5,Suture of vagina,4146391,SNOMED
EVENT_CD,Z06.5,Cerebrospinal fluid,4278997,SNOMED
EVENT_CD,X50.1,Direct current cardioversion,4078793,SNOMED
EVENT_CD,V10.4,Low level osteotomy of maxilla,4075458,SNOMED
EVENT_CD,S06.7,Re-excision of skin margins,44805467,SNOMED
EVENT_CD,U20.2,Transesophageal echocardiography,4019824,SNOMED
EVENT_CD,C71.2,Aspiration of cataract by phacoemulsification,4223363,SNOMED
EVENT_CD,C75.1,Insertion of prosthetic replacement for lens NEC,44508440,OPCS4
EVENT_CD,L35.2,Angiography of cerebral arteries,4138836,SNOMED
EVENT_CD,Y25.4,Removal of other suture from organ NOC,44516814,OPCS4
EVENT_CD,L72.2,Taking arterial blood pressure,4226401,SNOMED
EVENT_CD,Y50.2,Laparotomy approach NEC,44516926,OPCS4
EVENT_CD,R28.9,Instrumental removal of products of conception from delivered uterus,4071638,SNOMED
EVENT_CD,U09.1,CT of pelvis,4058336,SNOMED
EVENT_CD,X38.4,Administration of antineoplastic agent via subcutaneous route,1242969,SNOMED
EVENT_CD,X34.2,Transfusion of plasma,4028665,SNOMED
EVENT_CD,M47.2,Change of urethral catheter,4023436,SNOMED
EVENT_CD,Q09.2,Open myomectomy,4142969,SNOMED
EVENT_CD,L71.4,Percutaneous transluminal cannulation of artery,44511530,OPCS4
EVENT_CD,E25.3,Diagnostic endoscopic examination of nasopharynx NEC,44508806,OPCS4
EVENT_CD,Y58.8,Other specified harvest of skin for graft,44516980,OPCS4
EVENT_CD,U21.6,Ultrasonography,4037672,SNOMED
EVENT_CD,Y20.4,Fine needle aspiration NOC,44790251,SNOMED
EVENT_CD,A62.4,Primary microsurgical repair of peripheral nerve NEC,44508038,OPCS4
EVENT_CD,Q02.3,Cauterization of lesion of cervix,4254105,SNOMED
EVENT_CD,P29.8,Other specified other operations on vagina,44512745,OPCS4
EVENT_CD,T96.2,Excision of lesion of soft tissue,4167978,SNOMED
EVENT_CD,H02.1,Interval appendectomy,4017462,SNOMED
EVENT_CD,Q55.3,Sampling of female genital tract for smear,4206982,SNOMED
EVENT_CD,D02.1,Excision of lesion of external ear,4315047,SNOMED
EVENT_CD,R30.2,Crede placental expression,4142513,SNOMED
EVENT_CD,P11.1,Excision of lesion of female perineum,4268043,SNOMED
EVENT_CD,G16.9,Flexible fiberoptic esophagoscopy,37153077,SNOMED
EVENT_CD,T24.2,Repair of recurrent umbilical hernia using insert of prosthetic material,4142127,SNOMED
EVENT_CD,C79.5,Internal tamponade of retina using gas,4144325,SNOMED
EVENT_CD,M27.4,Ureteroscopic insertion of ureteric stent,4343010,SNOMED
EVENT_CD,L91.4,Removal of central venous line,4022792,SNOMED
EVENT_CD,S09.2,Laser destruction of skin lesion,4117951,SNOMED
EVENT_CD,Q05.1,Repair of cervix,4189739,SNOMED
EVENT_CD,Q52.8,Other specified operations on broad ligament of uterus,44513651,OPCS4
EVENT_CD,S13.2,Punch biopsy of skin lesion,4120990,SNOMED
EVENT_CD,X71.1,Procurement of drugs for chemotherapy for neoplasm for regimens in band 6,44808617,SNOMED
EVENT_CD,B08.4,Lobectomy of thyroid gland NEC,44508169,OPCS4
EVENT_CD,E08.1,Polypectomy of internal nose,44508711,OPCS4
EVENT_CD,Y21.8,Other specified cytology of organ NOC,44516800,OPCS4
EVENT_CD,H55.4,Insertion of seton into high anal fistula and partial laying open of track,40487112,SNOMED
EVENT_CD,T31.5,Drainage of anterior abdominal wall,4074832,SNOMED
EVENT_CD,S42.4,Resuture of skin,4119984,SNOMED
EVENT_CD,R42.8,Other specified obstetric Doppler ultrasound,44513812,OPCS4
EVENT_CD,U05.4,CT of spine,4086260,SNOMED
EVENT_CD,Q05.8,Other specified other operations on cervix uteri,44512785,OPCS4
EVENT_CD,W28.1,Internal skeletal fixation,4041637,SNOMED
EVENT_CD,Y05.2,Partial excision of organ NOC,44803149,SNOMED
EVENT_CD,A52.1,Therapeutic lumbar epidural injection,4064007,SNOMED
EVENT_CD,E04.1,Diathermy of nasal turbinates,4050746,SNOMED
EVENT_CD,E36.9,Laryngoscopy,4103523,SNOMED
EVENT_CD,W19.8,Other specified primary open reduction of fracture of bone and intramedullary fixation,44514651,OPCS4
EVENT_CD,U13.3,MRI of bone,4137868,SNOMED
EVENT_CD,E09.1,Excision of lesion of external nose,4069384,SNOMED
EVENT_CD,R25.1,Cesarean hysterectomy,4165077,SNOMED
EVENT_CD,Q38.1,Endoscopic freeing of adhesions of fallopian tube,4074443,SNOMED
EVENT_CD,H51.1,Hemorrhoidectomy,4074077,SNOMED
EVENT_CD,E07.3,Rhinoseptoplasty,4048431,SNOMED
EVENT_CD,Y32.2,Re-exploration of organ and other repair of organ NOC,44516844,OPCS4
EVENT_CD,Q27.9,Open occlusion of bilateral fallopian tubes,4072840,SNOMED
EVENT_CD,T30.1,Reopening of abdomen and re-exploration of intra-abdominal operation site and surgical arrest of postoperative bleeding,4073657,SNOMED
EVENT_CD,T72.3,Release of constriction of sheath of tendon,44514429,OPCS4
EVENT_CD,E14.2,Intranasal ethmoidectomy,4067358,SNOMED
EVENT_CD,Q02.2,Laser destruction of lesion of cervix,4115867,SNOMED
EVENT_CD,P13.1,Drainage of female perineum,4074012,SNOMED
EVENT_CD,Y98.6,Mobile and or intraoperative procedures of any/all body areas,44791517,SNOMED
EVENT_CD,Y53.8,Approach to organ under image intensifier,44790081,SNOMED
EVENT_CD,Y71.2,Secondary operation NOC,44803080,SNOMED
EVENT_CD,T12.4,Insertion of pleural tube drain,4141919,SNOMED
EVENT_CD,H53.1,Evacuation of perianal hematoma,4100019,SNOMED
EVENT_CD,R20.9,Breech extraction,4213387,SNOMED
EVENT_CD,S66.2,Repair of nail bed,4233480,SNOMED
EVENT_CD,B28.2,Partial mastectomy,4275911,SNOMED
EVENT_CD,H59.9,Excision of pilonidal sinus,4123914,SNOMED
EVENT_CD,R19.1,Breech extraction delivery with version,4075165,SNOMED
EVENT_CD,H34.1,Open excision of lesion of rectum,4068147,SNOMED
EVENT_CD,A52.2,Therapeutic sacral epidural injection,4063864,SNOMED
EVENT_CD,Y38.8,Other specified injection of therapeutic substance into organ NOC,44516868,OPCS4
EVENT_CD,Y69.2,Harvest of cartilage from ear,4144310,SNOMED
EVENT_CD,F02.1,Excision of lesion of lip,4107081,SNOMED
EVENT_CD,M79.2,Dilation of urethra,4147379,SNOMED
EVENT_CD,Q49.8,Other specified therapeutic endoscopic operations on ovary,44513640,OPCS4
EVENT_CD,Y79.3,Via femoral artery,4125581,SNOMED
EVENT_CD,X29.1,Continuous subcutaneous infusion of insulin,4080110,SNOMED
EVENT_CD,W80.2,Open debridement of joint,42537847,SNOMED
EVENT_CD,L70.3,Ligation of artery,4101470,SNOMED
EVENT_CD,Q07.4,Total abdominal hysterectomy,4021531,SNOMED
EVENT_CD,T36.8,Other specified operations on omentum,44513938,OPCS4
EVENT_CD,G80.2,Wireless capsule endoscopy,44788873,SNOMED
EVENT_CD,M13.6,Percutaneous insertion of nephrostomy tube,4197480,SNOMED
EVENT_CD,B08.3,Lobectomy of thyroid gland,4118958,SNOMED
EVENT_CD,K66.1,Cardiotachygraphy,44511242,OPCS4
EVENT_CD,T30.9,Laparotomy,4314251,SNOMED
EVENT_CD,M43.4,Endoscopic injection of neurolytic substance into nerve of bladder,44512290,OPCS4
EVENT_CD,X38.8,Other specified subcutaneous injection,44515545,OPCS4
EVENT_CD,X32.6,Red cell exchange transfusion,4074326,SNOMED
EVENT_CD,Q20.8,Other specified other operations on uterus,44513513,OPCS4
EVENT_CD,L88.2,Endovenous radiofrequency obliteration of varicose vein of lower limb,40490517,SNOMED
EVENT_CD,M76.4,Urethroscopic dilation of urethra,4072074,SNOMED
EVENT_CD,R22.1,High vacuum delivery,4075170,SNOMED
EVENT_CD,U10.2,Cardiac computed tomography angiography,44789832,SNOMED
EVENT_CD,W15.3,Osteotomy of first metatarsal,4114794,SNOMED
EVENT_CD,X40.3,Hemodialysis,4120120,SNOMED
EVENT_CD,W77.5,Periarticular osteotomy for stabilization of joint,4078243,SNOMED
EVENT_CD,M41.8,Other specified other open operations on bladder,44511943,OPCS4
EVENT_CD,W87.9,Arthroscopy of knee,4205229,SNOMED
EVENT_CD,Y47.2,Frontal burrhole approach to contents of cranium,4105965,SNOMED
EVENT_CD,A64.2,Primary repair of peripheral nerve NEC,44508049,OPCS4
EVENT_CD,H58.1,Drainage of ischiorectal abscess,4068524,SNOMED
EVENT_CD,Q07.5,Subtotal abdominal hysterectomy,4072416,SNOMED
EVENT_CD,K58.2,Percutaneous transluminal electrophysiological studies on conducting system of heart,4018841,SNOMED
EVENT_CD,Q31.1,Removal of products of conception from fallopian tube,4153287,SNOMED
EVENT_CD,C81.2,Repair of retinal detachment by laser photocoagulation,4309528,SNOMED
EVENT_CD,E25.9,Endoscopy of pharynx,4194260,SNOMED
EVENT_CD,U09.2,Pelvic echography,4086677,SNOMED
EVENT_CD,W69.3,Partial synovectomy of joint,4140852,SNOMED
EVENT_CD,T27.3,Ventral herniorrhaphy,36714476,SNOMED
EVENT_CD,W26.2,Manipulation of fracture,4190331,SNOMED
EVENT_CD,H55.3,Laying open of anal fistula,4123423,SNOMED
EVENT_CD,L91.6,Intravenous cannulation,4311035,SNOMED
EVENT_CD,Y71.1,Subsequent stage of staged operation,4261206,SNOMED
EVENT_CD,S44.4,Removal of glass from skin,4114644,SNOMED
EVENT_CD,Q55.9,Gynecologic examination,4306780,SNOMED
EVENT_CD,R27.2,Defibulation of vulva to facilitate delivery,44809684,SNOMED
EVENT_CD,O29.1,Anterior decompression of shoulder joint,4185496,SNOMED
EVENT_CD,Q12.2,Replacement of intrauterine contraceptive device,4186930,SNOMED
EVENT_CD,X71.2,Procurement of drugs for chemotherapy for neoplasm for regimens in band 7,44808618,SNOMED
EVENT_CD,W90.1,Arthrocentesis,4233386,SNOMED
EVENT_CD,T30.2,Reopening of abdomen and reexploration of intraabdominal operation site,40492495,SNOMED
EVENT_CD,B30.4,Renewal of prosthesis of breast,40482207,SNOMED
EVENT_CD,L84.1,Combined operations on primary long saphenous vein,44511608,OPCS4
EVENT_CD,Y14.4,Insertion of plastic stent into organ NOC,44790384,SNOMED
EVENT_CD,A57.7,Injection of destructive substance into spinal nerve root,4064004,SNOMED
EVENT_CD,W08.2,Excision of overgrowth of bone,4076419,SNOMED
EVENT_CD,U19.1,Implantation of electrocardiography loop recorder,44514094,OPCS4
EVENT_CD,Y11.4,Radiofrequency controlled thermal destruction of organ NOC,44516743,OPCS4
EVENT_CD,O27.1,Reconstruction of extra-articular ligament for stabilization of joint,40479973,SNOMED
EVENT_CD,J13.2,Percutaneous transvascular biopsy of lesion of liver,4067469,SNOMED
EVENT_CD,D28.2,Examination of ear under anesthetic,4069378,SNOMED
EVENT_CD,H20.6,Fibreoptic endoscopic resection of lesion of colon NEC,44510755,OPCS4
EVENT_CD,Q44.1,Open cauterization of lesion of ovary,4072856,SNOMED
EVENT_CD,L71.3,Percutaneous embolization of artery,4079568,SNOMED
EVENT_CD,V15.2,Open reduction of mandibular fracture,4145887,SNOMED
EVENT_CD,X28.2,Intermittent subcutaneous infusion of therapeutic substance,4181471,SNOMED
EVENT_CD,Q03.9,Cervical biopsy,4175471,SNOMED
EVENT_CD,S56.1,Debridement of skin of head or neck NEC,44513278,OPCS4
EVENT_CD,Q16.1,Vaginal excision of lesion of uterus,4073268,SNOMED
EVENT_CD,Y22.9,Drainage procedure,4046266,SNOMED
EVENT_CD,Y22.8,Other specified drainage of organ NOC,44516805,OPCS4
EVENT_CD,X59.9,Anesthetic without surgery,4108860,SNOMED
EVENT_CD,M27.1,Ureteroscopic laser fragmentation of ureteric calculus,4021431,SNOMED
EVENT_CD,U10.3,Cardiac MRI,4082987,SNOMED
EVENT_CD,M47.8,Other specified urethral catheterisation of bladder,44512311,OPCS4
EVENT_CD,H48.1,Excision of anal polyp,4067440,SNOMED
EVENT_CD,Y13.3,Curettage of lesion of organ NOC,44516756,OPCS4
EVENT_CD,M49.2,Change of cystostomy tube,4193388,SNOMED
EVENT_CD,S15.2,Biopsy of lesion of skin,42872632,SNOMED
EVENT_CD,A84.7,Sleep studies,4063847,SNOMED
EVENT_CD,M13.1,Percutaneous needle biopsy of renal lesion,4019787,SNOMED
EVENT_CD,M13.2,Percutaneous drainage of kidney,44511782,OPCS4
EVENT_CD,S41.1,Primary suture of skin of head or neck NEC,44513185,OPCS4
EVENT_CD,X73.1,Delivery of exclusively oral chemotherapy for neoplasm,44790473,SNOMED
EVENT_CD,W74.3,Reconstruction of extra-articular ligament,44806206,SNOMED
EVENT_CD,Q32.1,Excision of fimbrial cyst,4193005,SNOMED
EVENT_CD,M45.1,Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC,44512299,OPCS4
EVENT_CD,S06.4,Shave excision of skin lesion,4119979,SNOMED
EVENT_CD,Y41.1,Examination of organ under anaesthetic NOC,44516882,OPCS4
EVENT_CD,E20.1,Adenoid excision,4003875,SNOMED
EVENT_CD,W89.1,Endoscopic chondroplasty NEC,44515478,OPCS4
EVENT_CD,X70.4,Procurement of drugs for chemotherapy for neoplasm for regimens in band 4,44808615,SNOMED
EVENT_CD,R38.1,Placental localization,4064854,SNOMED
EVENT_CD,Y10.1,Coblation of organ,44805479,SNOMED
EVENT_CD,G45.8,Other specified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract,44509824,OPCS4
EVENT_CD,J44.9,Endoscopic retrograde cholangiography,4297380,SNOMED
EVENT_CD,T41.2,Division of peritoneal band,4074846,SNOMED
EVENT_CD,E49.2,Fiberoptic endoscopy of lower respiratory tract and lavage of lesion of lower respiratory tract,37153329,SNOMED
EVENT_CD,E49.9,Fiberoptic bronchoscopy,4311817,SNOMED
EVENT_CD,W16.4,Osteotomy and internal fixation,42872810,SNOMED
EVENT_CD,G78.8,Other specified other open operations on ileum,44510611,OPCS4
EVENT_CD,Q27.8,Other specified open bilateral occlusion of fallopian tubes,44513546,OPCS4
EVENT_CD,E08.2,Excision of lesion of internal nose,4048326,SNOMED
EVENT_CD,S70.1,Removal of nail plate,4143663,SNOMED
EVENT_CD,V33.7,Primary lumbar microdiscectomy,4073968,SNOMED
EVENT_CD,M43.2,Cystoscopic hydrostatic distension of urinary bladder,4304006,SNOMED
EVENT_CD,C82.5,Panretinal laser photocoagulation to lesion of retina,44791446,SNOMED
EVENT_CD,A61.1,Excision of lesion of peripheral nerve,4243659,SNOMED
EVENT_CD,S06.3,Shave excision of lesion of skin of head or neck,4070086,SNOMED
EVENT_CD,T31.8,Other specified other operations on anterior abdominal wall,44513922,OPCS4
EVENT_CD,U20.6,Fetal echocardiography,4334808,SNOMED
EVENT_CD,D07.8,Other specified clearance of external auditory canal,44508571,OPCS4
EVENT_CD,R42.2,Obstetric uterine artery Doppler,4138600,SNOMED
EVENT_CD,K57.2,Percutaneous transluminal ablation of conducting system of heart,40487945,SNOMED
EVENT_CD,Y06.8,Other specified excision of lesion of organ NOC,44515842,OPCS4
EVENT_CD,E02.6,Reconstruction of nose,4048622,SNOMED
EVENT_CD,Q23.4,Salpingectomy of remaining solitary fallopian tube NEC,44513526,OPCS4
EVENT_CD,U22.1,EEG telemetry,4098781,SNOMED
EVENT_CD,R37.4,Ultrasound scan for fetal nuchal translucency,4237339,SNOMED
EVENT_CD,Y36.8,Other specified introduction of non-removable material into organ NOC,44516862,OPCS4
EVENT_CD,R27.9,Operation to facilitate delivery,4128032,SNOMED
EVENT_CD,X72.9,Delivery of chemotherapy for neoplasm,44790451,SNOMED
EVENT_CD,T85.1,Block dissection of cervical lymph nodes,4075296,SNOMED
EVENT_CD,X35.8,Other specified other intravenous injection,44516067,OPCS4
EVENT_CD,X40.4,Hemofiltration,4050864,SNOMED
EVENT_CD,W20.8,Other specified primary open reduction of fracture of bone and extramedullary fixation,44514659,OPCS4
EVENT_CD,Y94.9,Unspecified radiopharmaceutical imaging,44517155,OPCS4
EVENT_CD,T12.3,Thoracentesis,4240305,SNOMED
EVENT_CD,W85.1,Arthroscopic removal of loose body from knee joint,4076599,SNOMED
EVENT_CD,T30.8,Other specified opening of abdomen,44513913,OPCS4
EVENT_CD,B30.1,Insertion of prosthesis for breast,4117944,SNOMED
EVENT_CD,W84.8,Other specified therapeutic endoscopic operations on other joint structure,44515462,OPCS4
EVENT_CD,W30.3,Removal of external fixation,4086024,SNOMED
EVENT_CD,F20.5,Suture of gingiva,4070610,SNOMED
EVENT_CD,W08.5,Partial ostectomy,4224644,SNOMED
EVENT_CD,Y70.3,First stage of staged operation,4013334,SNOMED
EVENT_CD,F34.9,Tonsillectomy,4070719,SNOMED
EVENT_CD,F34.4,Bilateral excision of tonsil NEC,44509983,OPCS4
EVENT_CD,C90.1,Topical local anesthetic,4305068,SNOMED
EVENT_CD,X70.8,Other specified procurement of drugs for chemotherapy for neoplasm in Bands 1-5,44515690,OPCS4
EVENT_CD,E02.4,Septorhinoplasty using graft,4067244,SNOMED
EVENT_CD,M16.2,Maintenance of drainage tube of kidney,4166429,SNOMED
EVENT_CD,H44.3,Manual evacuation of impacted faeces from rectum,44510090,OPCS4
EVENT_CD,S57.8,Other specified exploration of other skin of other site,44513294,OPCS4
EVENT_CD,S57.5,Attention to dressing of skin,4120997,SNOMED
EVENT_CD,X29.9,Continuous infusion of therapeutic substance,4078727,SNOMED
EVENT_CD,H52.3,Destruction of hemorrhoids by sclerotherapy,4223377,SNOMED
EVENT_CD,F42.8,Other specified other operations on mouth,44510019,OPCS4
EVENT_CD,T85.2,Complete axillary lymphadenectomy,4194967,SNOMED
EVENT_CD,X37.1,calcitonin,42900359,RxNorm
EVENT_CD,R30.1,Repositioning of inverted delivered uterus,44513773,OPCS4
EVENT_CD,B31.1,Reduction mammoplasty,4241100,SNOMED
EVENT_CD,V21.8,Other specified other operations on temporomandibular joint,44514372,OPCS4
EVENT_CD,W19.5,Primary open reduction of fragment of bone and fixation using screw,4138861,SNOMED
EVENT_CD,M31.1,Extracorporeal shockwave lithotripsy of ureter,4061603,SNOMED
